schedule_id,task_id,assigned_to,start_time,end_time,is_auto
sched_d08e914d,task_0032,41afd334-ad10-48b3-8ba9-2c8b81b2c92f,2025-04-04T12:46:54,2025-04-04T13:58:27.620374,True
sched_da1552bd,task_0033,e74f5a3e-cf98-4e27-b541-8f997923be4b,2025-03-22T22:36:20,2025-03-23T00:35:56.053030,False
sched_d92fa260,task_0034,89fe9d76-931a-43b7-a7c3-ab809cdeff22,2025-03-04T06:53:16,2025-03-04T08:39:54.026037,True
sched_1efa2085,task_0035,09caeb47-010e-470d-84f5-47ac631583e6,2024-08-07T12:57:13,2024-08-07T15:55:46.049033,False
sched_09a032a5,task_0036,1c23ddb8-7ed2-4fcc-b62c-7cfe0e2621aa,2025-01-23T15:57:51,2025-01-23T17:22:15.589310,False
sched_a438b940,task_0037,2ec7ffb9-5e99-4e26-96a9-0a80423442be,2025-05-09T23:01:38,2025-05-10T02:55:00.877056,True
sched_b359a3b9,task_0038,fb5a4b74-1af0-4a06-9d53-67ba596158ea,2024-08-07T08:38:16,2024-08-07T10:42:09.442894,False
sched_cb7d8fc4,task_0039,77fd5b0b-2a8b-4543-a3da-489a26638275,2024-10-24T12:04:28,2024-10-24T14:12:43.236577,True
sched_a6b1d4a1,task_0040,2ec7ffb9-5e99-4e26-96a9-0a80423442be,2024-05-22T04:32:34,2024-05-22T06:56:12.205882,False
sched_8b7c2650,task_0041,ffa927da-9664-47eb-84be-41782eab57b9,2025-01-12T14:43:31,2025-01-12T18:05:39.765960,True
sched_08db4153,task_0042,80832db7-07d5-4591-a01d-bb1386c3560f,2024-11-13T21:00:15,2024-11-13T22:00:49.780735,True
sched_1f714751,task_0043,1432836e-3ded-4737-a750-2c0010c31b92,2025-06-30T20:54:02,2025-06-30T23:09:53.552704,True
sched_56e9f4e0,task_0044,4a2291be-2410-4b98-9d1f-2ec08e372461,2024-12-18T04:51:14,2024-12-18T07:33:53.500836,False
sched_680bc486,task_0045,2944ce65-f9c6-49c0-a673-9bd090ed612a,2024-06-23T05:02:58,2024-06-23T06:34:10.948147,False
sched_00cb0587,task_0046,f4bfa4b5-b918-49d4-be6d-f28357628f91,2024-10-24T02:17:21,2024-10-24T05:38:27.139506,True
sched_936d0d98,task_0047,09caeb47-010e-470d-84f5-47ac631583e6,2024-09-09T21:04:05,2024-09-09T22:12:26.963053,True
sched_20d5264c,task_0048,9180c12d-b1a4-4ac8-a443-eb7eb201b706,2024-11-02T00:04:32,2024-11-02T03:23:54.708752,False
sched_182fa544,task_0049,706b6039-7413-4964-bc66-60c60effc291,2025-03-04T02:05:20,2025-03-04T05:12:28.268407,True
sched_3112d647,task_0050,95accbc9-a78f-4744-820a-557c9f5e0dca,2024-10-02T09:49:37,2024-10-02T12:46:59.729756,False
sched_0dd07e6c,task_0051,d1673cd7-3b56-40b2-acd4-096ac3e570da,2025-03-09T21:42:27,2025-03-09T23:30:55.012305,True
sched_42d43d1c,task_0052,0db430d6-b8b8-4ebe-8f52-132b1c17b5e3,2025-04-07T09:08:07,2025-04-07T12:33:19.587799,False
sched_911905ec,task_0053,4a2291be-2410-4b98-9d1f-2ec08e372461,2024-12-17T20:11:46,2024-12-17T23:45:19.133569,True
sched_fbc82bfb,task_0054,c03a4220-49c9-4c7f-898a-0c137a6e2907,2025-01-03T16:26:30,2025-01-03T17:44:34.457963,True
sched_2435ffec,task_0055,ffa927da-9664-47eb-84be-41782eab57b9,2024-09-18T09:24:07,2024-09-18T10:54:02.603133,False
sched_18a744bb,task_0056,317b3881-c33f-4f67-b837-3f77d46aed29,2025-03-29T23:20:52,2025-03-30T00:57:36.965278,False
sched_028f7c65,task_0057,c2ec71ee-72f1-4b27-bd0d-db8cbb215a64,2024-05-01T20:23:32,2024-05-01T23:36:39.784800,False
sched_cf9617b0,task_0058,1a68003b-ef0c-45fa-bac5-dfcad779e63d,2024-10-09T02:11:27,2024-10-09T05:29:07.382712,True
sched_f452358d,task_0059,e4a1b30d-977d-4900-918b-7976f6efcaaf,2025-04-16T00:49:22,2025-04-16T04:00:02.210790,False
sched_48032579,task_0060,7258e4d8-aa1d-4591-ac48-9a6a0673e6f8,2025-02-13T23:26:36,2025-02-14T01:02:04.810505,True
sched_55a0145d,task_0061,e4a1b30d-977d-4900-918b-7976f6efcaaf,2025-01-10T16:14:48,2025-01-10T19:32:33.149733,True
sched_64cb693d,task_0062,3e4eab52-5a1a-4a51-9315-206f3ea4ad33,2025-03-24T17:29:46,2025-03-24T20:47:22.240870,True
sched_007255ec,task_0063,ca559213-b39d-4fc0-aefa-548e24cbad22,2025-04-14T21:40:56,2025-04-15T00:06:33.981876,False
sched_ed77d164,task_0064,09571b8c-17cf-43a8-a1b9-8859724aa8f2,2024-11-27T04:39:53,2024-11-27T07:07:27.250198,False
sched_3e3241c6,task_0065,ca344e2d-166d-4ade-82cf-61715d33394a,2024-11-30T02:58:24,2024-11-30T05:47:39.196955,True
sched_e28e343f,task_0066,2696d2ee-6d67-4b6e-a881-bcd04655d292,2024-05-01T09:00:00,2024-05-01T12:52:53.640543,True
sched_f95e732b,task_0067,4a8044a8-d156-4aef-bfd0-a94523ceba8b,2024-07-09T02:57:50,2024-07-09T04:57:23.850344,True
sched_6b4efffe,task_0068,1432836e-3ded-4737-a750-2c0010c31b92,2024-09-26T23:28:50,2024-09-27T01:35:29.316374,False
sched_8a324469,task_0069,7fcc1b2e-80a1-494d-a2c4-c640baf72ffc,2025-01-23T11:44:01,2025-01-23T15:02:55.422743,True
sched_0535533a,task_0070,92e8bcce-27c0-4d44-9a56-38e42ec0a698,2024-08-23T10:08:30,2024-08-23T12:18:31.875616,False
sched_275f8251,task_0071,706b6039-7413-4964-bc66-60c60effc291,2025-01-24T19:25:57,2025-01-24T20:47:51.530500,False
sched_6969d886,task_0072,77d2b3fb-b187-42b8-86ed-6d2a92d49b20,2024-07-19T13:33:04,2024-07-19T16:39:26.050369,False
sched_413e1874,task_0073,fb6b97c4-ef37-439b-b899-8e7efc16023e,2024-06-15T14:19:31,2024-06-15T18:19:04.340160,True
sched_0d5c075b,task_0074,b9b204a9-df91-4af5-8c13-c3a5cbf8fbc9,2024-10-18T22:55:31,2024-10-19T02:45:23.247860,False
sched_d0578b3e,task_0075,a6b1e04b-7aeb-449f-aa96-779f1a4a61d9,2025-03-02T15:46:00,2025-03-02T17:11:13.871172,False
sched_1e6b98d7,task_0076,9180c12d-b1a4-4ac8-a443-eb7eb201b706,2025-01-13T08:56:40,2025-01-13T12:22:32.432255,True
sched_ae326fb0,task_0077,2ec8791b-afbd-474f-a05a-5053c6af72c1,2025-01-19T02:50:20,2025-01-19T06:24:35.987961,True
sched_52fb09ac,task_0078,5c890ecd-15d8-4f9e-9869-6870568eba39,2024-09-05T23:36:04,2024-09-06T01:58:07.799933,True
sched_26ac60a7,task_0079,f4bfa4b5-b918-49d4-be6d-f28357628f91,2025-04-24T06:53:10,2025-04-24T07:54:02.284015,False
sched_acc43201,task_0080,310bc2db-843c-42ce-9961-70a493889cc8,2024-12-14T01:21:19,2024-12-14T04:57:12.515805,True
sched_5f42db41,task_0081,ea75e6e1-7f78-45fa-a1bc-1843011d956f,2024-06-04T02:04:34,2024-06-04T04:37:20.597110,False
sched_efc1b70a,task_0082,196dc879-b3bd-424c-907a-93a60e0f9633,2025-01-07T19:16:25,2025-01-07T20:17:37.002501,False
sched_c915047d,task_0083,c718e047-9ab0-4e23-95b8-b0be09a21e0c,2024-08-11T12:59:29,2024-08-11T14:50:50.752168,True
sched_98eae1ae,task_0084,3f363020-b29f-4369-9a9d-39f16aba23da,2025-02-16T16:30:06,2025-02-16T20:05:07.972909,True
sched_619b3699,task_0085,e3c97ffe-e22f-4a7d-96d5-9a4abf1bc66f,2025-01-28T15:28:26,2025-01-28T17:40:04.738512,False
sched_edb2c05f,task_0086,77fd5b0b-2a8b-4543-a3da-489a26638275,2024-12-08T12:13:37,2024-12-08T15:40:04.641770,False
sched_a17641c1,task_0087,f804d19b-f85b-4842-8a8b-3a9f41aeac87,2025-06-14T10:30:19,2025-06-14T12:21:44.959145,True
sched_598934db,task_0088,43bdeeb9-8d40-4341-8f49-765dc91c1601,2025-02-15T23:34:29,2025-02-16T03:11:18.738515,True
sched_1d8c6645,task_0089,7fcc1b2e-80a1-494d-a2c4-c640baf72ffc,2025-01-25T23:00:36,2025-01-26T00:15:23.309005,False
sched_e88f77d8,task_0090,2ec8791b-afbd-474f-a05a-5053c6af72c1,2025-02-23T23:01:10,2025-02-24T02:21:33.652798,False
sched_5cbffe51,task_0091,038b01b1-8812-41f2-a9d9-2921d47afbf3,2024-11-15T02:52:39,2024-11-15T04:33:05.487431,False
sched_dc034070,task_0092,fb6b97c4-ef37-439b-b899-8e7efc16023e,2024-10-05T16:38:34,2024-10-05T19:15:17.884852,True
sched_445de3a7,task_0093,09571b8c-17cf-43a8-a1b9-8859724aa8f2,2025-01-13T18:26:39,2025-01-13T21:42:16.432790,False
sched_28a235b5,task_0094,b9b204a9-df91-4af5-8c13-c3a5cbf8fbc9,2024-07-22T01:46:24,2024-07-22T05:21:07.676412,True
sched_569b37b5,task_0095,1432836e-3ded-4737-a750-2c0010c31b92,2025-04-09T11:34:51,2025-04-09T14:17:59.875784,False
sched_67a9ba00,task_0096,c2ec71ee-72f1-4b27-bd0d-db8cbb215a64,2024-11-29T22:47:30,2024-11-30T02:41:58.159151,True
sched_d3a42a03,task_0097,317b3881-c33f-4f67-b837-3f77d46aed29,2024-12-13T15:34:55,2024-12-13T19:03:50.758719,True
sched_28b97fa4,task_0098,9180c12d-b1a4-4ac8-a443-eb7eb201b706,2024-12-06T07:16:49,2024-12-06T10:43:43.145439,True
sched_f36322ad,task_0099,fb5a4b74-1af0-4a06-9d53-67ba596158ea,2024-11-13T23:51:58,2024-11-14T03:01:10.634532,False
sched_e78773fe,task_0100,3e4eab52-5a1a-4a51-9315-206f3ea4ad33,2025-03-17T16:26:43,2025-03-17T19:55:25.787497,False
sched_b4560113,task_0101,dc48e99f-c0b7-41eb-a777-629945421473,2025-04-12T14:01:24,2025-04-12T16:01:57.379474,True
sched_ddf3aa4a,task_0102,57467426-f5f5-4a8d-a8f1-1685e16f793d,2024-08-11T23:04:21,2024-08-12T01:28:01.086601,True
sched_135320b7,task_0103,6c2bc8d9-927e-4914-b5c8-93eaccc37680,2025-04-18T16:48:02,2025-04-18T19:39:12.734866,False
sched_55fba80c,task_0104,875ec64b-b465-4e86-9bff-7b4dbd7661d6,2025-05-22T12:29:17,2025-05-22T16:12:15.801955,False
sched_79767f07,task_0105,6cf18b34-7b85-4c30-b1f0-899c4c12feac,2025-01-08T21:17:01,2025-01-09T01:10:50.076540,True
sched_89648084,task_0106,a6b1e04b-7aeb-449f-aa96-779f1a4a61d9,2024-07-23T04:36:37,2024-07-23T07:05:13.206401,True
sched_f95f38b6,task_0107,1c1e3c80-1d84-46c7-8a60-688eaec5a929,2024-07-15T10:40:21,2024-07-15T13:51:04.450441,True
sched_21218765,task_0108,7258e4d8-aa1d-4591-ac48-9a6a0673e6f8,2024-11-17T08:06:36,2024-11-17T09:12:37.067796,True
sched_dac72304,task_0109,7b805b71-c758-4dd7-8daf-e13886a81031,2024-07-19T20:46:51,2024-07-20T00:00:48.100382,True
sched_e2c91947,task_0110,271bf8c6-3e9c-46a8-84ae-efad691f496c,2024-09-15T09:45:23,2024-09-15T11:31:53.562332,False
sched_3f018f32,task_0111,80832db7-07d5-4591-a01d-bb1386c3560f,2025-05-17T05:56:34,2025-05-17T08:36:24.953299,True
sched_78194515,task_0112,7f293d2b-8874-46b9-838c-8531732ef0d6,2025-02-10T18:29:40,2025-02-10T21:04:05.529960,True
sched_d165c153,task_0113,e0b15063-c124-4361-9829-a7e14b90a373,2024-09-18T14:51:59,2024-09-18T17:06:53.434753,True
sched_342df6a1,task_0114,23b90238-7392-404b-bcb2-97c0a8429b51,2024-10-31T22:21:23,2024-10-31T23:37:48.829634,True
sched_76f62925,task_0115,1fa9675c-3f11-444a-98fc-380b46d065c8,2025-04-19T06:52:27,2025-04-19T08:12:55.310586,False
sched_5daf9e94,task_0116,98287e9a-37ee-4bb0-b7e8-55cdd424f1a6,2024-09-11T13:22:51,2024-09-11T16:43:59.557705,False
sched_900b5122,task_0117,ca559213-b39d-4fc0-aefa-548e24cbad22,2024-09-30T21:12:54,2024-09-30T22:52:19.700111,True
sched_796098ed,task_0118,fac7b9bb-9a38-4823-a280-7be33fca7070,2024-05-27T21:45:02,2024-05-28T01:23:14.857693,True
sched_6820f4bb,task_0119,57467426-f5f5-4a8d-a8f1-1685e16f793d,2024-07-23T17:41:03,2024-07-23T18:43:11.483098,False
sched_36e0dfe1,task_0120,fac7b9bb-9a38-4823-a280-7be33fca7070,2024-12-23T20:16:24,2024-12-23T22:25:57.332613,True
sched_0f2cc686,task_0121,2820fa36-8a4c-47ed-9289-1838e14a79da,2024-11-06T10:48:59,2024-11-06T12:45:02.716390,False
sched_d7271738,task_0122,fe33116c-57bf-4388-89c8-c359b7f3df45,2025-04-13T19:49:32,2025-04-13T21:15:05.603453,False
sched_91c64d46,task_0123,ffa927da-9664-47eb-84be-41782eab57b9,2025-04-29T07:16:20,2025-04-29T11:03:00.497858,False
sched_43f1cdef,task_0124,87a15546-4ea9-44b2-a17a-3054585a3eae,2025-03-30T20:30:39,2025-03-30T21:41:23.776924,True
sched_dc2ea6e5,task_0125,77fd5b0b-2a8b-4543-a3da-489a26638275,2024-11-10T15:44:39,2024-11-10T17:06:14.790407,False
sched_220cb28a,task_0126,2944ce65-f9c6-49c0-a673-9bd090ed612a,2024-05-21T22:27:07,2024-05-22T00:16:59.160358,False
sched_cce1caca,task_0127,2a547cde-4c23-48f9-80ba-70739f08687a,2025-02-05T23:21:59,2025-02-06T01:08:30.541594,True
sched_94a4f4b0,task_0128,7f293d2b-8874-46b9-838c-8531732ef0d6,2024-07-09T11:09:19,2024-07-09T12:14:26.226153,True
sched_fd7b3e98,task_0129,ca6e858a-b6ee-446d-b854-1d0f1146bab0,2024-09-03T07:35:15,2024-09-03T11:22:10.616077,False
sched_59b7d57e,task_0130,43bdeeb9-8d40-4341-8f49-765dc91c1601,2024-11-11T09:09:19,2024-11-11T12:22:02.653413,True
sched_4b3f46ed,task_0131,3f363020-b29f-4369-9a9d-39f16aba23da,2024-05-21T09:15:00,2024-05-21T11:21:19.053691,True
sched_504e44cf,task_0132,2d4c4fea-3e3e-497b-b3a7-161a22fd2185,2024-07-11T05:51:23,2024-07-11T08:04:54.969023,False
sched_74a26310,task_0133,da9e4494-4f3d-4e50-9bd3-0d84e4b4018a,2024-10-27T17:10:19,2024-10-27T18:18:28.656306,True
sched_fd707295,task_0134,706b6039-7413-4964-bc66-60c60effc291,2024-10-10T21:38:25,2024-10-10T23:25:44.760192,True
sched_bb5cf0ae,task_0135,3f45e5cd-a101-4a5d-b1b0-8780d2d16606,2024-07-30T19:00:21,2024-07-30T21:50:07.577145,False
sched_19754dae,task_0136,98287e9a-37ee-4bb0-b7e8-55cdd424f1a6,2024-11-29T14:12:39,2024-11-29T15:49:50.526918,False
sched_9c526bdb,task_0137,317b3881-c33f-4f67-b837-3f77d46aed29,2024-11-25T14:06:03,2024-11-25T17:30:44.931364,True
sched_49b62527,task_0138,706b6039-7413-4964-bc66-60c60effc291,2024-08-11T05:47:38,2024-08-11T07:26:28.810561,False
sched_ce15d0a3,task_0139,1b357154-3d14-410f-ab79-ffa0e3233807,2024-09-20T07:25:53,2024-09-20T09:14:34.013267,False
sched_8e90916f,task_0140,fb5a4b74-1af0-4a06-9d53-67ba596158ea,2024-11-06T05:15:35,2024-11-06T06:39:39.025434,True
sched_b56206f5,task_0141,2ec8791b-afbd-474f-a05a-5053c6af72c1,2024-12-02T11:45:19,2024-12-02T15:09:53.754008,True
sched_7b48e9a4,task_0142,77d2b3fb-b187-42b8-86ed-6d2a92d49b20,2025-03-28T12:27:06,2025-03-28T13:46:00.102147,True
sched_b4ef192f,task_0143,6c2bc8d9-927e-4914-b5c8-93eaccc37680,2024-09-02T08:30:12,2024-09-02T10:56:11.884590,True
sched_95ff7d12,task_0144,d1673cd7-3b56-40b2-acd4-096ac3e570da,2025-03-30T13:26:32,2025-03-30T16:51:06.164643,True
sched_ae1e29b5,task_0145,7f293d2b-8874-46b9-838c-8531732ef0d6,2024-08-19T04:26:08,2024-08-19T07:57:25.396106,True
sched_a4edaa3f,task_0146,f804d19b-f85b-4842-8a8b-3a9f41aeac87,2025-03-12T02:26:55,2025-03-12T05:48:17.161831,False
sched_d12e3ca0,task_0147,c75a6f1b-0824-48ad-bafc-73128e3d01de,2024-08-02T06:57:11,2024-08-02T09:35:15.323853,True
sched_979315d6,task_0148,b732419f-1797-4200-8985-f15f847b0e53,2025-04-12T18:49:17,2025-04-12T20:14:07.079043,True
sched_a530e216,task_0149,3e4eab52-5a1a-4a51-9315-206f3ea4ad33,2025-03-08T20:09:58,2025-03-09T00:01:28.884574,True
sched_09883c50,task_0150,7f293d2b-8874-46b9-838c-8531732ef0d6,2024-07-31T18:19:53,2024-07-31T20:19:50.346699,True
sched_f6c04f6d,task_0151,47dec98c-c663-4589-adc2-924290164982,2024-08-29T09:04:46,2024-08-29T12:53:02.238360,False
sched_a76c63f9,task_0152,dc48e99f-c0b7-41eb-a777-629945421473,2025-04-05T04:06:33,2025-04-05T07:14:45.167027,False
sched_e5b3a1b9,task_0153,77fd5b0b-2a8b-4543-a3da-489a26638275,2025-04-30T02:50:39,2025-04-30T05:47:54.729427,True
sched_e2925da9,task_0154,3f363020-b29f-4369-9a9d-39f16aba23da,2025-05-21T22:07:16,2025-05-22T01:34:41.380021,True
sched_59a0f159,task_0155,da9e4494-4f3d-4e50-9bd3-0d84e4b4018a,2024-06-27T20:20:27,2024-06-27T22:20:26.327218,False
sched_c7800adc,task_0156,b732419f-1797-4200-8985-f15f847b0e53,2024-12-13T13:35:56,2024-12-13T16:56:54.158396,True
sched_3c421e12,task_0157,310bc2db-843c-42ce-9961-70a493889cc8,2025-01-08T03:19:48,2025-01-08T04:24:31.089164,False
sched_f72d0f68,task_0158,1b357154-3d14-410f-ab79-ffa0e3233807,2024-10-25T17:12:09,2024-10-25T18:31:11.692784,False
sched_1515346c,task_0159,2a547cde-4c23-48f9-80ba-70739f08687a,2024-09-05T19:57:43,2024-09-05T21:59:50.653301,True
sched_961074d5,task_0160,f07e647b-8ac0-46b7-96f3-965785e5197e,2024-08-29T12:39:39,2024-08-29T16:08:40.979131,True
sched_a64d8407,task_0161,fe33116c-57bf-4388-89c8-c359b7f3df45,2024-06-10T01:15:45,2024-06-10T03:15:26.193115,False
sched_fb93b130,task_0162,1fa9675c-3f11-444a-98fc-380b46d065c8,2024-11-12T19:52:35,2024-11-12T21:21:14.978960,True
sched_cd6e9d50,task_0163,ffa927da-9664-47eb-84be-41782eab57b9,2024-07-11T18:43:02,2024-07-11T20:50:44.154788,True
sched_34dba384,task_0164,87a15546-4ea9-44b2-a17a-3054585a3eae,2024-10-01T19:28:50,2024-10-01T23:02:42.082454,True
sched_f0e8dda2,task_0165,43bdeeb9-8d40-4341-8f49-765dc91c1601,2025-04-09T23:49:47,2025-04-10T03:06:49.966055,False
sched_48e4fb64,task_0166,208e89df-4ede-4bad-82d3-5987b4112fa3,2024-08-15T14:29:23,2024-08-15T17:38:09.168371,False
sched_8707caf9,task_0167,414c100d-b69b-4fa5-969e-a302e25987ce,2024-11-09T22:54:43,2024-11-10T00:48:31.151102,True
sched_a5e9515b,task_0168,6cf18b34-7b85-4c30-b1f0-899c4c12feac,2024-07-11T01:56:07,2024-07-11T04:52:30.125861,False
sched_ee8893bf,task_0169,5c890ecd-15d8-4f9e-9869-6870568eba39,2024-11-26T00:26:54,2024-11-26T03:38:16.149872,True
sched_337af105,task_0170,6c2bc8d9-927e-4914-b5c8-93eaccc37680,2024-06-21T18:07:06,2024-06-21T21:50:00.832020,False
sched_bc193510,task_0171,ecf07a72-dec6-4134-8ee8-9e289d2f5f7f,2025-04-27T23:38:56,2025-04-28T01:54:55.612593,False
sched_77d97b38,task_0172,f07e647b-8ac0-46b7-96f3-965785e5197e,2025-01-09T10:08:04,2025-01-09T13:29:45.935576,False
sched_771004cc,task_0173,271dd21e-0742-4856-b178-bcdeec6b12d7,2024-12-27T07:09:55,2024-12-27T09:25:02.902561,False
sched_6d9b0b85,task_0174,f4bfa4b5-b918-49d4-be6d-f28357628f91,2024-08-31T00:10:26,2024-08-31T03:38:23.450461,False
sched_1c70489e,task_0175,98287e9a-37ee-4bb0-b7e8-55cdd424f1a6,2024-05-21T12:31:53,2024-05-21T14:44:32.612569,False
sched_56b47a25,task_0176,95accbc9-a78f-4744-820a-557c9f5e0dca,2025-02-01T00:44:27,2025-02-01T03:58:56.590759,False
sched_8951416b,task_0177,57467426-f5f5-4a8d-a8f1-1685e16f793d,2024-06-24T08:49:44,2024-06-24T10:08:22.796930,False
sched_eb43174f,task_0178,669676df-aafa-4608-a4ae-8ff08c46e804,2025-01-04T14:42:47,2025-01-04T17:42:55.083898,False
sched_2d1e42ea,task_0179,bea6b86d-ad55-4747-bb94-f47828f5c62f,2024-08-09T19:41:25,2024-08-09T21:49:51.904726,True
sched_c9209d11,task_0180,c2ec71ee-72f1-4b27-bd0d-db8cbb215a64,2024-11-02T04:11:44,2024-11-02T07:07:47.603913,False
sched_0b1fe93a,task_0181,65705e50-575f-43e2-94b4-301ec6ac0cd2,2025-01-07T17:47:51,2025-01-07T20:23:33.687124,True
sched_8979e1af,task_0182,ca6e858a-b6ee-446d-b854-1d0f1146bab0,2024-08-28T23:56:55,2024-08-29T01:13:39.812860,False
sched_17affcc4,task_0183,dc48e99f-c0b7-41eb-a777-629945421473,2024-07-06T04:22:22,2024-07-06T06:57:36.631952,True
sched_04db0126,task_0184,4a2291be-2410-4b98-9d1f-2ec08e372461,2025-04-10T11:06:21,2025-04-10T13:07:54.539035,False
sched_78d6fb8a,task_0185,1c1e3c80-1d84-46c7-8a60-688eaec5a929,2024-10-03T20:34:13,2024-10-04T00:27:38.468245,True
sched_8f89bf04,task_0186,c762dde2-c1e5-4a70-8500-340e2cb03147,2025-04-30T09:31:55,2025-04-30T13:06:48.364490,True
sched_f21baab7,task_0187,c718e047-9ab0-4e23-95b8-b0be09a21e0c,2025-01-05T22:17:53,2025-01-06T01:44:21.285276,False
sched_09e38ce0,task_0188,3f45e5cd-a101-4a5d-b1b0-8780d2d16606,2025-01-17T05:16:42,2025-01-17T06:31:24.664680,True
sched_ef411d44,task_0189,2820fa36-8a4c-47ed-9289-1838e14a79da,2024-05-12T04:17:12,2024-05-12T07:37:57.901371,False
sched_45a217a2,task_0190,84c941fe-ef09-45cc-9459-c9a189660447,2024-12-23T02:38:45,2024-12-23T04:50:29.522544,False
sched_3fe40a0e,task_0191,1fa9675c-3f11-444a-98fc-380b46d065c8,2024-07-01T12:20:27,2024-07-01T16:05:54.881201,True
sched_5ad8c5a8,task_0192,6c2bc8d9-927e-4914-b5c8-93eaccc37680,2024-12-08T06:01:59,2024-12-08T07:53:35.017765,False
sched_9383cfdc,task_0193,8b9e9251-e69d-4d61-a3c3-05ba4f19ab5c,2025-05-13T14:02:51,2025-05-13T16:00:59.726508,True
